Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-04-01,716.93,732.813,696.803,732.813,18389417
2010-04-02,729.637,741.283,722.227,741.283,6695137
2010-04-05,741.283,744.46,730.697,735.987,2993450
2010-04-06,741.283,749.757,738.107,742.343,4832960
2010-04-07,726.457,757.177,726.457,752.937,6645077
2010-04-08,755.05,757.177,745.52,747.64,3725283
2010-04-09,748.697,752.937,742.343,745.52,4381581
2010-04-12,748.697,757.177,748.697,748.697,2892408
2010-04-13,762.467,769.88,751.877,755.05,4529841
2010-04-14,759.29,768.817,756.11,756.11,4262593
2010-04-15,762.467,791.063,749.757,778.347,6958591
2010-04-16,767.757,782.58,763.523,764.58,3857489
2010-04-19,751.877,757.177,747.64,749.757,2690333
2010-04-20,760.353,760.353,752.937,756.11,2443871
2010-04-21,770.94,770.94,753.993,755.05,3628020
2010-04-22,751.877,756.11,739.17,747.64,4438235
2010-04-23,746.577,760.353,746.577,759.29,2556234
2010-04-26,760.353,768.817,758.23,762.467,2709212
2010-04-27,752.937,757.177,747.64,753.993,2597782
2010-04-28,730.697,752.937,720.107,720.107,8213576
2010-04-30,730.697,733.87,716.93,722.227,4172887
2010-05-06,701.05,703.16,688.333,695.75,5455258
2010-05-07,671.393,674.57,660.807,666.1,4877339
2010-05-10,665.033,679.867,652.327,678.803,3349455
2010-05-11,683.043,687.273,654.447,657.627,2895242
2010-05-12,658.68,662.92,650.213,656.567,2932072
2010-05-13,660.807,667.153,654.447,660.807,1972652
2010-05-14,650.213,658.68,648.09,653.387,2558128
2010-05-17,642.8,645.98,636.447,644.913,2383429
2010-05-18,634.327,639.62,626.917,633.267,2712997
2010-05-19,613.147,618.443,607.85,617.383,5088871
2010-05-20,624.793,647.04,618.443,634.327,6242809
2010-05-21,623.737,624.793,596.207,602.56,5422209
2010-05-24,583.497,589.853,573.963,577.143,5906635
2010-05-25,573.963,578.197,560.197,565.493,5089814
2010-05-26,565.493,572.907,557.02,558.08,6728189
2010-05-27,554.907,575.023,551.727,572.907,4048243
2010-05-28,583.497,598.32,572.907,589.853,6052058
2010-05-31,585.617,606.79,585.617,600.437,5197462
2010-06-01,611.03,621.623,601.503,619.503,4758358
2010-06-02,608.913,617.383,601.503,602.56,2598731
2010-06-03,605.73,620.567,603.617,615.267,3676190
2010-06-04,620.567,630.097,617.383,619.503,3748902
2010-06-07,608.913,608.913,595.15,601.503,4221996
2010-06-08,590.913,593.03,582.447,587.737,3458048
2010-06-09,573.963,579.26,568.67,576.083,4896224
2010-06-10,578.197,591.973,573.963,588.793,3804610
2010-06-11,599.377,607.85,593.03,593.03,6501550
2010-06-14,597.263,601.503,590.913,593.03,969804
2010-06-15,591.973,595.15,584.56,590.913,1073677
2010-06-16,599.377,615.267,598.32,609.977,2983999
2010-06-17,604.68,607.85,599.377,605.73,1844231
2010-06-18,603.617,603.617,594.087,596.207,2730933
2010-06-21,606.79,606.79,593.03,595.15,2428756
2010-06-22,594.087,594.087,584.56,589.853,3058611
2010-06-23,582.447,587.737,575.023,575.023,1832898
2010-06-24,577.143,582.447,569.73,571.853,3027444
2010-06-25,561.257,570.793,561.257,569.73,3410830
2010-06-28,590.913,590.913,563.373,567.613,4094512
2010-06-29,571.853,575.023,560.197,562.317,3018005
2010-06-30,551.727,561.257,545.377,560.197,3221967
2010-07-01,558.08,572.907,558.08,565.493,4255987
2010-07-02,562.317,568.67,557.02,567.613,2780981
2010-07-05,568.67,575.023,567.613,572.907,1663868
2010-07-06,562.317,573.963,558.08,572.907,2172845
2010-07-07,569.73,571.853,563.373,569.73,2862187
2010-07-08,590.913,594.087,581.387,584.56,3458997
2010-07-09,595.15,596.207,589.853,591.973,3867880
2010-07-12,594.087,595.15,589.853,594.087,3754562
2010-07-13,595.15,601.503,590.913,594.087,2641224
2010-07-14,603.617,605.73,599.377,601.503,3526981
2010-07-15,596.207,597.263,588.793,591.973,3679014
2010-07-16,591.973,596.207,581.387,584.56,3486378
2010-07-20,585.617,585.617,566.553,568.67,4154945
2010-07-21,579.26,581.387,562.317,566.553,3400442
2010-07-22,558.08,561.257,551.727,553.843,2624228
2010-07-23,564.433,564.433,552.787,560.197,3268243
2010-07-26,560.197,561.257,544.32,545.377,2264450
2010-07-27,542.193,546.433,536.9,540.077,3594975
2010-07-28,545.377,561.257,544.32,560.197,3921704
2010-07-29,548.543,555.963,548.543,548.543,3391948
2010-07-30,539.013,542.193,532.67,534.787,4212551
2010-08-02,531.607,537.96,527.373,529.49,2460859
2010-08-03,534.787,542.193,534.787,537.96,2861245
2010-08-04,530.55,533.727,524.197,527.373,2049142
2010-08-05,533.727,542.193,531.607,540.077,2901851
2010-08-06,532.67,546.433,532.67,543.263,2282387
2010-08-09,533.727,541.133,533.727,539.013,1551496
2010-08-10,544.32,551.727,542.193,549.613,2642164
2010-08-11,539.013,543.263,531.607,533.727,2408925
2010-08-12,523.137,525.257,519.957,524.197,2356986
2010-08-13,522.077,535.843,522.077,529.49,2780042
2010-08-16,518.897,543.263,518.897,540.077,2916963
2010-08-17,529.49,549.613,529.49,546.433,2665776
2010-08-18,549.613,554.907,536.9,548.543,2749818
2010-08-19,549.613,563.373,549.613,561.257,3651632
2010-08-20,558.08,558.08,535.843,537.96,3465606
2010-08-23,540.077,549.613,533.727,540.077,2869745
2010-08-24,533.727,536.9,530.55,532.67,1949997
2010-08-25,530.55,534.787,521.02,527.373,2679000
2010-08-26,529.49,531.607,515.723,519.957,2853693
2010-08-27,511.483,516.783,509.363,513.603,3931149
2010-08-30,521.02,534.787,518.897,523.137,5161574
2010-08-31,511.483,511.483,495.603,497.717,3519433
2010-09-01,504.073,511.483,496.663,508.307,4269211
2010-09-02,521.02,523.137,511.483,519.957,3941534
2010-09-03,516.783,527.373,514.657,522.077,3967028
2010-09-06,527.373,543.263,524.197,543.263,3342843
2010-09-07,532.67,541.133,532.67,537.96,3068995
2010-09-08,529.49,533.727,526.313,532.67,6005789
2010-09-09,536.9,542.193,531.607,535.843,2718654
2010-09-10,533.727,537.96,531.607,534.787,8661174
2010-09-13,537.96,547.49,536.9,544.32,5374043
2010-09-14,546.433,552.787,541.133,551.727,6241870
