Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2002-04-01,489.025,514.231,481.966,514.231,47464266
2002-04-02,504.148,509.191,498.602,502.632,16808558
2002-04-03,497.595,514.231,497.595,503.643,9465478
2002-04-04,504.148,514.231,504.148,509.191,3413681
2002-04-05,509.191,514.231,502.632,502.632,4645463
2002-04-08,497.595,499.105,485.491,487.007,7418465
2002-04-09,488.017,492.05,473.892,475.917,5760222
2002-04-10,480.959,489.025,475.411,481.465,7872689
2002-04-11,483.477,483.477,468.858,468.858,5246475
2002-04-12,466.338,472.888,458.778,465.829,4726788
2002-04-15,466.841,475.917,465.829,475.917,3395827
2002-04-16,470.876,476.418,468.353,476.418,3342272
2002-04-17,473.892,475.917,459.782,463.316,7622765
2002-04-18,463.815,467.848,460.793,463.316,6609179
2002-04-19,465.325,478.433,463.815,477.426,10145833
2002-04-22,488.519,492.549,481.966,487.007,9435726
2002-04-23,483.978,490.538,481.465,488.017,8233696
2002-04-24,496.083,501.123,494.065,495.575,8263451
2002-04-25,495.575,514.231,495.575,504.148,8765291
2002-04-26,514.231,519.268,504.148,509.191,9768960
2002-04-30,504.148,509.191,502.137,504.148,6000230
2002-05-01,509.191,514.231,504.148,504.148,2915818
2002-05-02,509.191,509.191,504.148,504.148,1447986
2002-05-07,502.137,514.231,499.105,514.231,5964519
2002-05-08,514.231,519.268,509.191,514.231,4094039
2002-05-09,514.231,519.268,504.148,504.148,3276816
2002-05-10,509.191,509.191,504.148,504.148,4641490
2002-05-13,504.148,509.191,501.123,509.191,4976718
2002-05-14,509.191,509.191,501.123,504.148,8061136
2002-05-15,514.231,519.268,509.191,514.231,5795917
2002-05-16,514.231,524.314,514.231,524.314,4946966
2002-05-17,524.314,529.358,514.231,514.231,4865638
2002-05-20,519.268,524.314,514.231,519.268,6039895
2002-05-21,529.358,534.395,524.314,534.395,6496107
2002-05-22,529.358,539.438,529.358,539.438,6646859
2002-05-23,534.395,544.478,529.358,544.478,6577432
2002-05-24,544.478,554.559,544.478,554.559,9693584
2002-05-27,564.645,574.728,554.559,559.601,9398036
2002-05-28,559.601,564.645,549.524,554.559,5924854
2002-05-29,554.559,559.601,549.524,554.559,5171096
2002-05-30,544.478,549.524,529.358,529.358,6361234
2002-05-31,539.438,549.524,529.358,539.438,6595292
2002-06-03,529.358,544.478,529.358,534.395,2905892
2002-06-04,539.438,539.438,509.191,514.231,5510295
2002-06-05,514.231,519.268,504.148,509.191,5407146
2002-06-06,504.148,514.231,497.087,497.087,6135106
2002-06-07,499.105,514.231,494.567,514.231,6002202
2002-06-10,509.191,519.268,509.191,509.191,3387893
2002-06-11,509.191,524.314,504.148,524.314,6502063
2002-06-12,524.314,529.358,514.231,519.268,5835588
2002-06-13,514.231,519.268,500.113,509.191,4984659
2002-06-14,509.191,514.231,499.105,499.105,12178972
2002-06-17,499.607,500.621,481.465,481.465,5682861
2002-06-18,491.541,494.065,481.966,485.491,3493018
2002-06-19,481.465,487.509,478.941,478.941,2955480
2002-06-20,476.924,488.017,474.909,479.443,4349909
2002-06-21,471.379,481.966,468.353,481.966,3163754
2002-06-24,476.924,490.538,476.924,488.519,2947546
2002-06-25,473.892,475.411,464.323,469.364,6022044
2002-06-26,473.393,473.892,462.308,473.892,4823982
2002-06-27,478.941,479.443,470.876,470.876,3746918
2002-06-28,475.917,496.083,473.892,496.083,4701006
2002-07-01,490.538,491.541,476.418,478.941,4484795
2002-07-02,469.364,472.888,463.815,466.841,6811497
2002-07-03,465.325,480.959,463.815,480.959,5262343
2002-07-04,486,492.05,480.959,484.992,5825669
2002-07-05,480.457,489.533,480.457,484.484,2681747
2002-07-08,479.949,482.469,465.325,470.367,7341104
2002-07-09,477.426,498.101,475.411,497.595,7196301
2002-07-10,496.588,509.191,494.065,501.625,6839270
2002-07-11,487.509,488.519,478.941,485.491,3366075
2002-07-12,500.621,509.191,496.083,499.105,10298573
2002-07-15,503.643,514.231,498.602,504.148,7997652
2002-07-16,509.191,509.191,487.007,487.007,10663544
2002-07-17,486.504,489.025,482.974,488.017,4209083
2002-07-18,483.978,493.56,483.978,488.017,3249043
2002-07-19,473.892,479.949,472.392,473.892,3459302
2002-07-22,478.941,491.033,473.892,488.017,4294378
2002-07-23,482.974,499.607,481.465,486,4558186
2002-07-24,486,488.017,475.411,486.504,6053778
2002-07-25,481.465,481.966,469.868,470.367,7313333
2002-07-26,465.325,465.325,453.735,453.735,7039603
2002-07-29,463.815,471.379,461.292,463.815,4464956
2002-07-30,468.858,475.917,467.345,473.393,2771009
2002-07-31,473.393,473.892,462.308,473.892,2487370
2002-08-01,473.892,482.974,468.858,471.88,3782619
2002-08-02,464.323,471.88,459.281,466.841,5849475
2002-08-05,461.797,487.007,461.797,482.469,8086915
2002-08-06,487.509,493.56,480.959,480.959,11236789
2002-08-07,493.56,500.621,491.541,494.567,10695278
2002-08-08,491.541,501.625,491.541,499.105,6089489
2002-08-09,504.148,514.231,504.148,514.231,5948647
