Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-03-31,1245.56,1297.38,1186.1,1207.46,32864060
2005-04-30,1186.1,1208.94,1079.36,1146.44,32862517
2005-05-31,1147.97,1147.97,981.815,1094.61,43583583
2005-06-30,1085.45,1143.4,1039.73,1138.84,32839006
2005-07-31,1144.94,1172.38,1085.45,1151.03,25426579
2005-08-31,1155.6,1303.46,1067.16,1247.08,68919033
2005-09-30,1259.27,1457.47,1222.68,1417.84,71219851
2005-10-31,1471.18,1844.68,1347.7,1759.3,85225706
2005-11-30,1774.57,2103.86,1753.2,1981.9,86949570
2005-12-31,1966.65,2506.34,1908.7,2433.16,173585781
2006-01-31,2485,2585.62,1881.26,2256.3,148936865
2006-02-28,2253.28,2271.56,1542.82,1905.68,147563400
2006-03-31,1853.84,2040.04,1716.65,2033.95,106408306
2006-04-30,2033.95,2192.76,1594.16,1771.3,143022542
2006-05-31,1774.34,1786.56,1482.7,1566.68,139479735
2006-06-30,1581.98,1585.01,1293.36,1539.22,180365994
2006-07-31,1548.36,1646.1,1235.32,1374.28,135810647
2006-08-31,1386.5,1468.95,1247.56,1363.6,304577970
2006-09-30,1354.43,1449.1,1241.44,1290.3,143479439
2006-10-31,1301,1424.67,1226.16,1304.06,180833367
2006-11-30,1319.3,1336.11,1038.35,1252.13,180989218
2006-12-31,1229.22,1316.26,1213.94,1224.64,125175803
2007-01-31,1221.6,1542.24,1217.01,1427.72,171125488
2007-02-28,1435.35,1661.35,1368.18,1545.31,157011136
2007-03-31,1572.78,1588.06,1307.12,1365.13,155916065
2007-04-30,1366.64,1375.82,1120.8,1178.84,114389922
2007-05-31,1206.31,1252.13,1073.47,1192.58,129970072
2007-06-30,1203.26,1288.77,1151.34,1195.62,89002010
2007-07-31,1207.84,1253.67,1078.04,1114.7,79005530
2007-08-31,1087.2,1097.88,913.76,946.735,113451280
2007-09-30,939.085,961.99,782.735,920.765,118929327
2007-10-31,920.765,1157.46,919.24,1102.49,169230438
2007-11-30,1108.58,1140.65,846.245,1009.35,111051093
2007-12-31,1032.27,1049.04,886.565,932.995,58328152
2008-01-31,914.38,922.295,613.845,749.75,133279287
2008-02-29,768.07,823.34,734.79,799.24,85304634
2008-03-31,771.125,772.65,630.935,732.34,76263984
2008-04-30,729.89,860.61,696.605,836.785,92963376
2008-05-31,845.94,972.68,840.76,948.245,88482737
2008-06-30,949.775,992.535,699.36,709.755,106163152
2008-07-31,716.14,789.43,630.635,789.43,131059979
2008-08-31,771.125,779.05,584.545,602.24,111583218
