Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2002-04-30,489.025,519.268,458.778,504.148,194405315
2002-05-31,509.191,574.728,499.105,539.438,119891432
2002-06-30,529.358,544.478,462.308,496.083,100736334
2002-07-31,490.538,514.231,453.735,473.892,128668611
2002-08-31,473.892,529.358,459.281,484.992,128922506
2002-09-30,481.966,499.105,453.735,492.05,103971484
2002-10-31,489.025,496.588,448.694,461.292,107621204
2002-11-30,456.255,476.418,436.092,475.411,83844450
2002-12-31,470.367,472.888,421.464,430.54,97574550
2003-01-31,438.107,449.699,415.919,430.034,112000893
2003-02-28,429.533,452.724,380.632,412.897,109400450
2003-03-31,407.857,408.361,355.927,371.054,105367911
2003-04-30,366.011,397.767,365.509,390.213,116943869
2003-05-31,376.094,436.092,371.549,436.092,122604973
2003-06-30,438.608,475.411,427.515,462.811,129479885
2003-07-31,467.848,584.811,465.829,564.645,207631595
2003-08-31,559.601,645.311,544.478,610.021,176251903
2003-09-30,620.105,725.974,589.851,635.23,240615957
2003-10-31,635.23,751.178,604.978,660.434,264604987
2003-11-30,680.6,700.767,584.811,594.894,163569103
2003-12-31,594.894,710.845,589.851,705.804,180165432
2004-01-31,725.974,761.267,675.561,690.681,193421477
2004-02-29,700.767,720.931,650.351,705.804,193705136
2004-03-31,720.931,862.094,705.804,816.72,296555909
2004-04-30,826.798,872.173,756.22,791.511,194875394
2004-05-31,796.557,806.64,645.311,741.097,188383263
2004-06-30,741.097,826.798,731.011,816.72,171433885
2004-07-31,816.72,852.01,771.344,826.798,134775966
2004-08-31,826.798,826.798,725.974,761.267,137983350
2004-09-30,766.304,776.391,685.637,715.891,142636710
2004-10-31,736.06,766.304,665.471,705.804,163850787
2004-11-30,710.845,811.68,705.804,731.011,164965526
2004-12-31,725.974,776.391,720.931,766.304,160111775
2005-01-31,771.344,786.47,720.931,720.931,104397954
2005-02-28,725.974,786.47,720.931,771.344,164370472
2005-03-31,771.344,841.927,756.22,786.47,192052826
2005-04-30,786.47,831.847,715.891,720.931,151205675
2005-05-31,715.891,751.178,710.845,725.974,112086172
2005-06-30,725.974,766.304,695.721,751.178,182535774
2005-07-31,756.22,761.267,731.011,741.097,119421336
2005-08-31,746.141,857.05,741.097,816.72,252386298
2005-09-30,821.761,967.966,781.428,917.547,283561703
2005-10-31,922.587,1099.04,877.22,1053.67,248357731
2005-11-30,1063.75,1139.37,983.096,998.207,233534716
2005-12-31,1008.3,1068.8,993.17,1023.42,181087788
2006-01-31,1023.42,1169.62,947.8,1134.34,176543493
2006-02-28,1139.37,1209.96,1053.67,1204.92,196747859
2006-03-31,1179.71,1184.74,1093.99,1174.67,175228398
2006-04-30,1184.74,1230.12,1139.37,1144.42,160288303
2006-05-31,1149.46,1199.87,993.17,993.17,209468365
2006-06-30,1013.34,1078.87,912.506,1073.84,266076792
2006-07-31,1073.84,1129.29,1028.46,1119.21,147290161
2006-08-31,1114.16,1144.42,1043.59,1088.97,139782415
2006-09-30,1088.97,1114.16,1023.42,1038.55,104679618
2006-10-31,1083.92,1197.35,1071.31,1114.16,152172458
2006-11-30,1096.53,1114.16,952.846,1048.63,201672223
2006-12-31,1063.75,1109.13,1025.93,1058.71,153723989
2007-01-31,1091.48,1184.74,1073.84,1086.44,165185273
2007-02-28,1091.48,1177.18,1048.63,1116.68,199009109
2007-03-31,1119.21,1124.25,995.693,1099.04,237558138
2007-04-30,1104.08,1159.54,1086.44,1121.73,203922742
2007-05-31,1119.21,1220.04,1106.61,1220.04,214106678
2007-06-30,1230.12,1401.53,1230.12,1275.5,269436899
2007-07-31,1278.02,1335.99,1157.03,1192.3,209156555
2007-08-31,1182.23,1255.33,1036.02,1129.29,266344950
