Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2015-11-08,1347.3,1531.51,1318.39,1449.73,375704749
2015-11-15,1460.48,1600.91,1396.03,1566.21,234233516
2015-11-22,1550.51,1598.42,1518.3,1544.73,165547635
2015-11-29,1561.27,1588.51,1548.86,1560.41,51077306
2015-12-06,1561.27,1643.02,1557.95,1628.99,81741989
2015-12-13,1635.59,1651.29,1581.9,1614.94,65152712
2015-12-20,1590.16,1600.08,1554.64,1592.63,44305139
2015-12-27,1587.68,1613.29,1568.69,1601.73,31431704
2016-01-03,1612.47,1634.77,1535.64,1540.6,80347657
2016-01-10,1527.39,1555.47,1471.2,1480.29,39427753
2016-01-17,1467.08,1469.56,1391.08,1408.42,25478850
2016-01-24,1367.12,1381.16,1236.61,1318.39,38662551
2016-01-31,1371.25,1375.4,1239.08,1317.56,29737635
2016-02-07,1308.48,1308.48,1158.13,1172.17,33713383
2016-02-14,1158.13,1178.79,1003.67,1026.79,26572962
2016-02-21,1111.04,1193.64,1092.04,1151.53,24512938
2016-02-28,1139.96,1202.73,1129.22,1180.44,19287879
2016-03-06,1193.64,1262.22,1169.69,1253.12,20490701
2016-03-13,1247.35,1275.43,1225.86,1242.39,17885797
2016-03-20,1255.6,1276.25,1215.13,1227.51,17997168
2016-03-27,1239.08,1277.9,1228.36,1275.43,14849327
2016-04-03,1272.13,1277.9,1196.96,1199.44,17202672
2016-04-10,1197.78,1243.22,1161.44,1181.26,22142278
2016-04-17,1192.01,1273.78,1177.96,1265.51,17484978
2016-04-24,1226.69,1304.35,1225.86,1280.38,18804980
2016-05-01,1292.78,1318.39,1217.61,1226.69,38295628
2016-05-08,1173,1203.56,1167.22,1175.48,7226369
2016-05-15,1177.14,1207.69,1158.96,1162.26,12167916
2016-05-22,1156.48,1178.79,1142.43,1172.17,12925732
2016-05-29,1162.26,1187.86,1155.66,1168.87,10329302
2016-06-05,1171.35,1184.56,1131.69,1146.58,9792172
2016-06-12,1135,1151.53,1089.56,1103.61,11310107
2016-06-19,1074.7,1077.18,1032.57,1043.32,9932360
2016-06-26,1059.83,1075.52,966.48,978.05,13179831
2016-07-03,1024.31,1073.05,979.71,1041.66,20513216
2016-07-10,1035.04,1042.49,981.35,981.35,9133019
2016-07-17,1011.92,1081.31,1003.67,1057.35,11919749
2016-07-24,1065.62,1078,1045.79,1074.7,9152871
2016-07-31,1089.56,1128.4,1065.62,1125.91,19043099
2016-08-07,1115.18,1130.04,1071.4,1117.65,10741140
2016-08-14,1127.58,1146.58,1122.61,1138.31,6773861
2016-08-21,1104.44,1118.49,1081.31,1104.44,11134334
2016-08-28,1106.92,1113.53,1082.96,1082.96,9111712
2016-09-04,1089.56,1148.22,1089.56,1147.39,9055782
2016-09-11,1155.66,1158.13,1101.14,1108.57,11342185
2016-09-18,1096.99,1116.83,1083.8,1104.44,11750632
2016-09-25,1091.22,1147.39,1090.39,1126.74,8917416
2016-10-02,1132.53,1135.82,1031.74,1043.32,16257457
2016-10-09,1053.22,1070.58,1030.08,1063.13,11948561
2016-10-16,1072.22,1078.84,1052.4,1059.83,9786242
2016-10-23,1060.66,1080.48,1052.4,1073.88,11880282
2016-10-30,1069.74,1106.92,1059.01,1103.61,19869675
2016-11-06,1096.99,1111.04,1033.4,1041.66,11078645
2016-11-13,1059.83,1117.65,1009.44,1103.61,17120473
2016-11-20,1103.61,1161.44,1103.61,1146.58,17600826
2016-11-27,1156.48,1185.4,1149.87,1168.87,13220870
2016-12-04,1160.62,1221.74,1150.7,1218.43,21403589
2016-12-11,1213.48,1261.39,1190.35,1261.39,19718236
2016-12-18,1313.44,1313.44,1258.91,1288.65,22279801
2016-12-25,1274.61,1280.38,1234.95,1247.35,10482804
2017-01-01,1258.09,1263.05,1203.56,1205.21,12278440
2017-01-08,1210.18,1253.96,1209.35,1244.87,7654794
2017-01-15,1234.95,1239.08,1210.99,1222.57,9988647
2017-01-22,1216.79,1222.57,1149.05,1193.64,28717604
2017-01-29,1177.14,1208.52,1156.48,1193.64,11642891
2017-02-05,1183.74,1192.01,1153.17,1173,9379005
2017-02-12,1185.4,1206.05,1176.31,1201.91,9732733
2017-02-19,1206.05,1222.57,1196.14,1219.27,13458261
2017-02-26,1211.83,1229.18,1204.39,1224.23,10122298
2017-03-05,1200.26,1218.43,1182.09,1187.05,14831651
2017-03-12,1188.7,1231.65,1188.7,1217.61,12512686
2017-03-19,1214.3,1251.48,1208.52,1229.99,13310936
2017-03-26,1223.39,1225.04,1183.74,1201.1,11336255
2017-04-02,1195.3,1197.78,1154,1154,14871359
2017-04-09,1157.31,1160.62,1115.18,1120.97,15996099
2017-04-16,1135,1146.58,1106.92,1118.49,11213503
2017-04-23,1115.18,1131.69,1055.71,1102.79,37204665
2017-04-30,1105.26,1169.69,1094.53,1140.78,22172058
2017-05-07,1135.82,1142.43,1126.74,1135.82,4600041
2017-05-14,1148.22,1168.05,1140.78,1154,12967857
2017-05-21,1164.74,1164.74,1109.39,1125.91,15756524
2017-05-28,1132.53,1140.78,1115.18,1115.18,9408665
2017-06-04,1114.35,1137.48,1109.39,1137.48,12389568
2017-06-11,1131.69,1132.53,1106.09,1106.92,12725504
2017-06-18,1110.23,1150.7,1109.39,1150.7,16181314
2017-06-25,1139.96,1151.53,1130.87,1144.91,8350625
2017-07-02,1158.96,1158.96,1137.48,1151.53,13515642
2017-07-09,1153.17,1163.91,1144.91,1161.44,13609698
2017-07-16,1164.74,1182.92,1156.48,1171.35,9432391
2017-07-23,1165.56,1177.14,1156.48,1160.62,5814848
2017-07-30,1156.48,1166.41,1145.74,1154,8151732
2017-08-06,1152.35,1167.22,1148.22,1152.35,6514314
2017-08-13,1160.62,1163.91,1139.96,1143.26,5549128
2017-08-20,1140.78,1141.62,1116.83,1122.61,9743753
2017-08-27,1123.44,1123.44,1107.74,1115.18,9602357
2017-09-03,1115.18,1134.18,1104.44,1132.53,8947921
2017-09-10,1107.74,1125.09,1050.75,1110.23,63707050
2017-09-17,1116.01,1168.87,1082.14,1158.13,70510935
2017-09-24,1168.05,1192.01,1125.91,1125.91,50933366
2017-10-01,1131.69,1135,1073.05,1097.83,501733714
2017-10-08,1084.61,1087.91,1072.22,1083.8,111690143
2017-10-15,1085.44,1085.44,1067.26,1069.74,68445216
2017-10-22,1071.4,1078,1070.58,1073.88,59076381
2017-10-29,1075.52,1084.61,1073.05,1081.31,66876802
2017-11-05,1082.14,1085.44,1076.36,1078.84,51545914
2017-11-12,1079.66,1082.14,1070.58,1075.52,79238046
2017-11-19,1073.88,1074.7,1017.7,1044.12,110036013
2017-11-26,1046.61,1061.49,1044.97,1045.79,41228838
2017-12-03,1049.09,1069.74,1033.4,1057.35,62143360
2017-12-10,1057.35,1059.01,1040.83,1055.71,48280526
2017-12-17,1061.49,1082.14,1058.17,1078,64624543
2017-12-24,1078.84,1081.31,1068.09,1072.22,42632252
2017-12-31,1073.88,1073.88,1058.17,1067.26,33478530
2018-01-07,1073.88,1080.48,1070.58,1077.18,21258441
2018-01-14,1080.48,1100.31,1075.52,1098.66,60121589
2018-01-21,1102.79,1107.74,1082.96,1084.61,50124464
2018-01-28,1085.44,1100.31,1085.44,1092.04,47237617
2018-02-04,1093.71,1096.18,1075.52,1086.26,47854769
2018-02-11,1078,1083.8,1039.17,1048.27,85709386
2018-02-18,1051.57,1084.61,1036.71,1078,50406769
2018-02-25,1083.8,1090.39,1059.83,1065.62,38724534
2018-03-04,1073.88,1076.36,1048.27,1050.75,42324767
2018-03-11,1049.92,1068.92,1044.97,1049.09,41397712
2018-03-18,1056.53,1067.26,1050.75,1056.53,37359253
2018-03-25,1059.01,1102.79,1049.92,1079.66,58631498
2018-04-01,1079.66,1087.91,1048.27,1058.17,55722741
2018-04-08,1056.53,1068.09,1045.79,1065.62,39390105
2018-04-15,1064.79,1081.31,1063.96,1079.66,40514240
2018-04-22,1079.66,1095.35,1078.84,1095.35,58669392
2018-04-29,1096.99,1106.09,1093.71,1098.66,66328175
2018-05-06,1103.61,1105.26,1101.14,1105.26,17171805
2018-05-13,1106.92,1110.23,1076.36,1093.71,40617260
2018-05-20,1090.39,1101.94,1049.92,1058.17,46849148
2018-05-27,1058.17,1060.66,1043.32,1043.32,37380559
2018-06-03,1045.79,1045.79,1026.79,1030.93,45709033
2018-06-10,1036.71,1046.61,1035.04,1035.88,27575070
2018-06-17,1032.57,1041.66,1025.97,1026.79,30253943
2018-06-24,1025.14,1025.97,991.26,996.22,41294573
2018-07-01,1001.19,1007.79,991.26,1002,41961841
2018-07-08,1002,1003.67,991.26,996.22,34415759
2018-07-15,997.06,1011.92,992.92,992.92,34953247
2018-07-22,993.75,1006.96,992.11,999.53,25368565
2018-07-29,1006.96,1025.14,1004.48,1019.35,30362652
2018-08-05,1022.66,1039.17,1017.7,1023.48,31005344
2018-08-12,1024.31,1030.93,1013.58,1014.39,21050102
2018-08-19,1045.79,1053.22,1030.08,1051.57,38419228
2018-08-26,1056.53,1082.14,1055.71,1079.66,35988404
2018-09-02,1082.96,1092.87,1082.14,1090.39,34949011
2018-09-09,1090.39,1092.04,1073.05,1080.48,33196350
2018-09-16,1079.66,1101.94,1078,1101.94,45480357
2018-09-23,1102.79,1131.69,1101.94,1122.61,68627529
2018-09-30,1122.61,1139.31,1118.28,1137.63,61633619
2018-10-07,1137.63,1151.95,1135.12,1151.95,63966769
2018-10-14,1156.15,1163.72,1119.13,1126.7,68100964
2018-10-21,1126.7,1150.26,1103.98,1143.52,46096228
2018-10-28,1144.37,1148.57,1100.61,1107.33,53265790
2018-11-04,1119.97,1137.63,1097.26,1114.91,98642902
2018-11-11,1117.44,1159.52,1114.91,1156.15,48570304
2018-11-18,1155.3,1174.65,1121.65,1167.92,76519682
2018-11-25,1167.92,1173.82,1141,1150.26,46987909
2018-12-02,1155.3,1173.82,1141.85,1162.88,73956594
2018-12-09,1160.35,1160.35,1099.77,1114.08,58499399
2018-12-16,1102.3,1111.55,1077.89,1083.79,49581182
2018-12-23,1085.47,1106.51,1055.17,1064.42,53414579
2018-12-30,1043.4,1087.15,1026.55,1064.42,37454680
2019-01-06,1052.64,1070.33,1045.08,1064.42,9453843
2019-01-13,1077.89,1111.55,1072.85,1111.55,41801600
2019-01-20,1119.13,1144.37,1110.71,1135.12,36229407
2019-01-27,1141.85,1141.85,1117.44,1117.44,29542231
2019-02-03,1123.33,1130.91,1112.39,1114.08,27171670
2019-02-10,1123.33,1138.47,1093.87,1101.45,27708840
2019-02-17,1114.08,1131.73,1110.71,1130.06,26240890
2019-02-24,1138.47,1151.95,1121.65,1125.86,29685199
2019-03-03,1131.73,1144.37,1127.54,1138.47,25474948
2019-03-10,1144.37,1147.73,1113.23,1115.76,24095065
2019-03-17,1119.13,1136.79,1103.98,1109.86,32758719
2019-03-24,1109.86,1117.44,1092.2,1108.19,25391759
2019-03-31,1102.3,1130.37,1093.87,1111.51,36924145
2019-04-07,1113.21,1136.36,1110.64,1117.51,28921213
2019-04-14,1114.93,1119.22,1058.33,1063.47,33817554
2019-04-21,1076.34,1079.76,1042.03,1042.89,28629249
2019-04-28,1042.89,1068.62,1042.03,1066.05,28415054
2019-05-12,1070.34,1072.05,1040.31,1042.89,29493132
2019-05-19,1043.74,1045.47,1016.3,1027.46,29324064
2019-05-26,1029.17,1044.61,1024.02,1036.02,25489006
2019-06-02,1036.02,1050.61,1026.59,1030.89,32988068
2019-06-09,1022.3,1053.18,1018.02,1039.47,24201634
2019-06-16,1042.89,1044.61,1026.59,1031.74,19028487
2019-06-23,1026.59,1044.61,1016.3,1036.02,26000174
2019-06-30,1026.59,1055.75,1026.59,1046.32,27453349
2019-07-07,1067.76,1070.34,1048.9,1052.32,20281576
2019-07-14,1049.75,1057.47,1012.02,1012.02,29185776
2019-07-21,996.58,997.43,944.26,945.13,37837072
2019-07-28,943.39,947.68,932.26,939.97,28646855
2019-08-04,933.97,933.97,896.23,902.23,38387651
2019-08-11,891.95,892.8,859.35,861.93,34031631
2019-08-18,861.93,867.08,837.05,850.78,24906942
2019-08-25,850.78,856.78,807.04,825.05,30823524
2019-09-01,813.05,831.05,804.46,828.47,34123159
2019-09-08,825.05,835.33,815.62,828.47,30793092
2019-09-15,831.05,883.37,830.2,881.66,44374777
2019-09-22,888.51,902.23,875.65,899.67,36101962
2019-09-29,887.66,892.8,869.65,884.16,45474388
2019-10-06,878.89,882.41,849.89,858.68,32226098
2019-10-13,866.59,875.38,853.41,862.19,29099315
2019-10-20,869.22,883.28,861.32,862.19,23602723
2019-10-27,860.43,885.04,859.55,878.89,20517582
2019-11-03,882.41,885.04,872.82,877.48,32473457
2019-11-10,877.48,899.11,876.51,893.84,23917323
