Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1999-04-11,713.765,735.07,704.643,715.281,43194952
1999-04-18,711.487,715.281,646.05,654.407,36494082
1999-04-25,654.407,660.501,619.407,655.931,32941904
1999-05-02,663.543,681.808,658.981,663.543,25380263
1999-05-09,684.852,721.376,678.766,708.437,22642885
1999-05-16,716.045,719.093,667.347,675.722,28538182
1999-05-23,674.956,677.236,633.872,641.472,30983815
1999-05-30,635.388,685.618,633.872,676.48,29066470
1999-06-06,685.618,713.765,680.286,698.553,36574238
1999-06-13,705.401,762.469,703.875,754.095,66254420
1999-06-20,767.788,814.216,765.513,807.363,49654016
1999-06-27,814.216,849.983,765.513,816.498,65421245
1999-07-04,821.818,900.961,811.169,871.278,54424398
1999-07-11,883.457,910.854,847.695,905.526,52139091
1999-07-18,913.9,1012.06,895.631,955.746,74442912
1999-07-25,940.531,950.422,830.192,834.761,36675430
1999-08-01,865.192,901.721,856.065,878.892,41159320
1999-08-08,857.579,869.754,807.363,811.927,35674036
1999-08-15,811.927,844.655,796.719,838.559,32847294
1999-08-22,853.781,910.092,826.382,829.426,49408273
1999-08-29,852.251,894.877,829.426,870.518,38895036
1999-09-05,865.192,875.09,830.192,853.023,36244375
1999-09-12,854.545,860.628,837.035,844.655,39341840
1999-09-19,859.87,939.007,852.251,885.747,67375388
1999-09-26,892.589,932.157,870.518,878.892,64167537
1999-10-03,882.693,909.33,852.251,867.486,33865763
1999-10-10,882.693,912.374,876.608,905.526,30671052
1999-10-17,898.685,907.046,853.023,865.192,30776185
1999-10-24,841.603,847.695,760.943,763.987,45040017
1999-10-31,776.168,862.158,760.943,857.579,47213637
1999-11-07,872.81,927.597,844.655,907.046,55273343
1999-11-14,920.746,1021.18,907.046,1002.92,81999306
1999-11-21,996.836,1010.53,958.794,1002.92,56536246
1999-11-28,1048.59,1189.36,1044.02,1136.09,99767999
1999-12-05,1105.65,1132.29,1027.28,1088.15,50044319
1999-12-12,1126.2,1133.81,1031.08,1065.32,48052066
1999-12-19,1075.98,1089.67,1013.58,1037.17,38563865
1999-12-26,1042.5,1088.15,1031.08,1064.56,23398523
2000-01-02,1069.12,1247.96,1064.56,1247.96,54224644
2000-01-09,1263.16,1300.46,1084.34,1114.03,56733369
2000-01-16,1258.61,1258.61,1170.33,1198.49,55241805
2000-01-23,1212.95,1231.2,1164.24,1217.52,70899955
2000-01-30,1217.52,1228.93,1177.18,1179.47,44786392
2000-02-06,1175.67,1225.12,1156.63,1209.91,54073518
2000-02-13,1217.52,1267.73,1208.38,1218.27,50722424
2000-02-20,1212.95,1244.15,1163.48,1174.14,56396944
2000-02-27,1168.8,1174.14,1107.94,1136.85,50728997
2000-03-05,1140.65,1162.72,1038.68,1053.9,72662244
2000-03-12,1080.54,1101.85,1031.08,1037.93,56536246
