Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-03-22,4588.32,4597.43,4575.47,4591.88,621889
2005-03-23,4537.09,4540.64,4482.08,4485.63,854278
2005-03-24,4487.42,4507.58,4443.48,4450.81,615888
2005-03-25,4496.73,4524.22,4472.78,4520.45,396586
2005-03-28,4492.94,4555.28,4480.08,4514.92,398774
2005-03-29,4491.19,4522.24,4434.39,4454.59,457142
2005-03-30,4456.36,4522.24,4434.39,4461.9,895193
2005-03-31,4535.09,4566.37,4491.19,4553.51,559699
2005-04-01,4498.51,4560.83,4498.51,4560.83,497507
2005-04-04,4569.92,4610.28,4557.06,4586.55,388408
2005-04-05,4610.28,4665.29,4610.28,4643.35,525331
2005-04-06,4628.69,4628.69,4555.28,4579.22,787175
2005-04-07,4533.34,4602.97,4533.34,4601.18,859183
2005-04-08,4656.2,4744.04,4656.2,4738.72,1272136
2005-04-11,4692.8,4731.38,4679.93,4731.38,769719
2005-04-12,4678.17,4716.54,4656.2,4656.2,574973
2005-04-13,4628.69,4632.24,4564.59,4582.78,876096
2005-04-14,4553.51,4579.22,4546.19,4579.22,267843
2005-04-15,4524.22,4537.09,4425.08,4432.4,957923
2005-04-18,4399.56,4399.56,4267.59,4272.93,1128675
2005-04-19,4366.53,4394.02,4346.34,4370.07,607708
2005-04-20,4445.26,4459.9,4406.88,4421.52,914287
2005-04-21,4335.24,4463.67,4324.37,4445.26,762630
2005-04-22,4458.14,4472.78,4412.45,4445.26,608248
2005-04-25,4399.56,4403.13,4370.07,4372.07,346401
2005-04-26,4377.61,4410.44,4342.8,4344.56,460958
2005-04-27,4289.55,4339.02,4274.91,4311.52,500236
2005-04-28,4267.59,4304.19,4252.96,4252.96,574973
2005-05-02,4258.29,4351.9,4258.29,4289.55,460958
2005-05-06,4399.56,4437.94,4366.53,4427.08,604977
2005-05-09,4382.93,4406.88,4342.8,4366.53,744087
2005-05-10,4311.52,4344.56,4311.52,4329.93,674255
