Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-03-27,1895.64,1943.43,1869.36,1919.53,2808359
2005-04-03,1917.16,1967.29,1893.26,1938.65,2349780
2005-04-10,1917.16,1951.4,1917.16,1948.99,2871282
2005-04-17,1951.4,2009.51,1925.12,1925.12,2665170
2005-04-24,1901.22,1943.43,1843.11,1879.73,3663345
2005-05-01,1869.36,1887.68,1784.99,1837.53,2099962
2005-05-08,1840.7,1863.81,1803.28,1843.11,705011
2005-05-15,1845.49,1863.81,1763.5,1779.41,2678360
2005-05-22,1773.85,1813.64,1707.78,1787.38,2038913
2005-05-29,1789.75,1808.88,1749.95,1781.8,1287185
2005-06-05,1777.02,1840.7,1777.02,1808.88,2650097
2005-06-12,1811.27,1821.62,1779.41,1787.38,1591263
2005-06-19,1779.41,1919.53,1779.41,1911.58,3068727
2005-06-26,1911.58,1911.58,1821.62,1859.03,2375030
2005-07-03,1840.7,1874.95,1821.62,1843.11,2029874
2005-07-10,1845.49,1885.3,1832.76,1847.88,1674163
2005-07-17,1861.43,1874.95,1811.27,1835.15,1527958
2005-07-24,1816.83,1827.19,1753.15,1757.92,2584535
2005-07-31,1773.85,1832.76,1753.15,1821.62,2722448
2005-08-07,1824.81,1832.76,1734.05,1749.95,2861490
2005-08-14,1731.64,1882.92,1715.72,1874.95,4479886
2005-08-21,1906.8,1925.12,1863.81,1903.62,2719806
2005-08-28,1885.3,1993.58,1879.73,1901.22,2434178
2005-09-04,1898.84,1964.93,1874.95,1922.73,2058509
2005-09-11,1919.53,1985.6,1917.16,1977.65,2608651
2005-09-18,1985.6,2012.69,1951.4,1980.83,2232974
2005-09-25,1996.77,2060.45,1988.81,2049.33,1115356
2005-10-02,2102.65,2300.88,2073.19,2184.65,3405231
2005-10-09,2237.22,2277.01,2128.94,2179.09,3230385
2005-10-16,2195.02,2256.3,2163.15,2205.36,2799317
2005-10-23,2198.2,2226.87,2120.97,2168.72,3466642
2005-10-30,2192.63,2346.27,2192.63,2292.95,3887544
2005-11-06,2386.09,2494.37,2378.14,2460.12,4492702
2005-11-13,2504.72,2507.91,2372.55,2412.34,2675349
2005-11-20,2464.9,2531.78,2362.19,2402,4797538
2005-11-27,2386.09,2404.41,2330.37,2364.6,1968070
2005-12-04,2382.91,2480.82,2338.32,2462.53,2904446
2005-12-11,2464.9,2499.96,2351.06,2374.94,4071427
2005-12-18,2374.94,2576.36,2366.97,2528.59,4604986
2005-12-25,2528.59,2740.37,2468.11,2698.17,2523489
2006-01-01,2865.38,3151.2,2785.75,2955.34,4229685
2006-01-08,3167.11,3167.11,3011.07,3071.57,1742369
2006-01-15,3039.74,3389.23,2941.8,3257.09,7026744
