Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-03-27,561.73,577.05,559.54,574.87,83076937
2005-04-03,580.34,582.52,538.73,543.11,59077713
2005-04-10,545.29,556.24,527.77,554.06,59969973
2005-04-17,547.48,554.06,521.21,525.58,34228697
2005-04-24,514.64,536.54,503.69,534.35,59033420
2005-05-01,525.58,534.35,508.06,514.64,28123069
2005-05-08,505.88,510.26,501.49,505.88,19182209
2005-05-15,503.69,503.69,479.59,483.97,43038507
2005-05-22,486.16,501.49,455.52,483.97,50527731
2005-05-29,486.16,488.36,459.87,475.22,46016662
2005-06-05,475.22,503.69,473.03,497.12,91942910
2005-06-12,492.74,505.88,470.84,475.22,56738386
2005-06-19,473.03,479.59,462.07,470.84,34743327
2005-06-26,475.22,501.49,473.03,488.36,59005568
2005-07-03,481.79,521.21,479.59,512.46,66630412
2005-07-10,519.02,523.39,501.49,505.88,42002864
2005-07-17,510.26,521.21,508.06,514.64,33862479
2005-07-24,514.64,523.39,501.49,508.06,35986276
2005-07-31,510.26,534.35,503.69,529.98,44571419
2005-08-07,527.77,547.48,523.39,529.98,54012294
2005-08-14,519.02,562.82,516.81,560.64,63339917
2005-08-21,560.64,589.08,547.48,571.59,88669766
2005-08-28,578.14,591.3,569.39,578.14,44242185
2005-09-04,571.59,575.95,560.64,565,25991510
2005-09-11,569.39,582.52,565,571.59,50596679
2005-09-18,575.95,578.14,547.48,556.24,42216108
2005-09-25,549.68,551.87,527.77,534.35,41892357
2005-10-02,536.54,600.04,525.58,582.52,81190588
2005-10-09,586.89,595.68,551.87,565,47113261
2005-10-16,556.24,560.64,534.35,534.35,31096201
2005-10-23,534.35,538.73,521.21,538.73,42596257
2005-10-30,538.73,551.87,512.46,551.87,76546635
2005-11-06,543.11,551.87,521.21,529.98,34428702
2005-11-13,525.58,591.3,516.81,569.39,122416949
2005-11-20,573.77,687.63,565,661.37,148976958
2005-11-27,661.37,665.74,600.04,626.32,79246477
2005-12-04,626.32,665.74,617.57,643.85,72328499
2005-12-11,639.47,643.85,600.04,621.94,74057076
2005-12-18,630.7,639.47,608.81,608.81,101410491
2005-12-25,617.57,696.39,608.81,678.89,163838520
2006-01-01,687.63,832.18,683.26,783.99,216272917
2006-01-08,810.28,810.28,735.83,753.34,67040468
2006-01-15,762.1,788.39,735.83,775.24,89384855
2006-01-22,775.24,797.14,600.04,696.39,238453828
2006-01-29,656.98,722.69,652.6,692.03,128233524
2006-02-05,700.79,705.16,656.98,674.51,82165496
2006-02-12,678.89,696.39,621.94,635.08,121171479
2006-02-19,617.57,635.08,551.87,586.89,156585598
2006-02-26,578.14,617.57,551.87,608.81,127968908
2006-03-05,617.57,639.47,582.52,595.68,102167133
2006-03-12,613.19,652.6,608.81,639.47,103024920
2006-03-19,652.6,670.13,635.08,643.85,48147762
2006-03-26,643.85,648.22,600.04,608.81,63633305
2006-04-02,608.81,656.98,572.01,628.95,107691130
2006-04-09,635.08,638.59,602.68,612.31,62150389
2006-04-16,607.92,611.44,586.89,586.89,49888101
2006-04-23,582.52,605.29,571.13,579.02,77008521
2006-04-30,572.01,595.68,560.64,581.65,63753855
2006-05-07,579.02,585.15,569.39,575.51,16476204
2006-05-14,581.65,593.91,570.25,572.01,61265551
2006-05-21,569.39,581.65,516.81,543.11,93917385
2006-05-28,541.36,544.85,505.43,540.48,90563191
2006-06-04,538.73,543.11,476.54,514.2,71902225
2006-06-11,507.2,511.59,442.37,466.89,84847982
2006-06-18,464.27,520.33,459.87,502.81,81571190
2006-06-25,500.2,529.09,489.66,515.08,70665897
2006-07-02,510.69,536.98,507.2,530.85,96167212
2006-07-09,532.59,545.73,520.33,530.85,56768641
2006-07-16,522.08,543.11,500.2,501.94,56601396
2006-07-23,497.55,497.55,456.38,481.79,56617605
2006-07-30,464.27,467.76,378.86,409.08,201029619
2006-08-06,419.58,430.54,411.72,416.54,84831773
2006-08-13,415.21,415.65,383.68,398.58,67517764
2006-08-20,395.06,452.89,395.06,446.74,132650875
2006-08-27,446.74,446.74,405.57,408.19,85046505
2006-09-03,402.5,406.46,379.29,383.24,96742910
2006-09-10,393.75,414.33,378.86,381.93,134441215
2006-09-17,382.37,384.55,352.15,365.27,114656711
2006-09-24,371.86,374.06,343.38,362.22,94660551
2006-10-01,370.53,391.11,355.64,389.37,108051066
2006-10-08,386.31,388.06,360.02,365.7,96382625
2006-10-15,358.72,381.93,342.94,379.74,126999250
2006-10-22,383.24,430.1,382.8,398.58,200402661
2006-10-29,384.55,433.61,381.49,414.33,189561986
2006-11-05,410.84,416.09,390.68,402.08,82029307
2006-11-12,399.45,400.32,355.64,363.54,118836722
2006-11-19,359.59,381.49,350.39,352.15,85163059
2006-11-26,354.77,381.49,349.97,375.79,97925133
2006-12-03,372.3,405.13,370.97,399.02,91786513
2006-12-10,399.45,418.72,397.69,409.96,92928775
2006-12-17,409.96,426.61,394.63,425.28,86359891
2006-12-24,432.29,457.26,425.28,430.1,148689509
2006-12-31,424.85,435.81,411.72,415.21,50081942
2007-01-07,423.98,437.98,423.1,431.85,28322160
2007-01-14,432.29,434.92,405.57,408.19,53138867
2007-01-21,407.32,432.73,401.21,428.36,131105175
2007-01-28,431.85,436.24,413.02,415.65,128539245
2007-02-04,416.09,416.09,376.67,379.29,147916892
2007-02-11,372.72,387.18,369.67,381.93,129787565
2007-02-18,383.24,399.45,370.97,394.63,94807819
2007-02-25,401.21,408.64,390.24,407.32,93067364
2007-03-04,411.72,413.46,372.3,383.68,94720261
