Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-03-27,327.3,332.37,325.61,325.61,10436817
2005-04-03,305.36,312.12,281.73,291.03,10340796
2005-04-10,286.81,291.88,284.28,287.64,3917956
2005-04-17,287.64,287.64,266.55,268.25,4395698
2005-04-24,258.12,273.31,251.39,266.55,6167964
2005-05-01,264.87,267.42,256.44,263.2,1659648
2005-05-08,263.2,270.77,259.82,268.25,1247106
2005-05-15,270.77,271.62,263.2,264.03,2174140
2005-05-22,264.03,264.03,250.54,259.82,2583124
2005-05-29,258.97,262.34,253.08,255.6,1760414
2005-06-05,258.12,272.48,257.28,269.09,3205495
2005-06-12,269.09,271.62,265.72,269.93,2267791
2005-06-19,268.25,275.84,264.03,275,3503043
2005-06-26,277.53,278.37,274.15,278.37,2410048
2005-07-03,276.69,278.37,274.15,275,2212076
2005-07-10,275.84,276.69,264.03,264.03,2437314
2005-07-17,266.55,276.69,266.55,275.84,2768053
2005-07-24,274.15,278.37,271.62,274.15,2244085
2005-07-31,274.15,276.69,270.77,270.77,2447982
2005-08-07,269.93,270.77,263.2,264.03,3081020
2005-08-14,260.66,294.41,256.44,291.03,6983566
2005-08-21,294.41,299.47,291.88,295.25,5395040
2005-08-28,293.56,308.73,289.35,297.78,6658744
2005-09-04,294.41,300.31,291.03,292.72,2752647
2005-09-11,291.88,296.93,286.81,295.25,4425338
2005-09-18,301.14,312.95,296.93,312.95,7422187
2005-09-25,317.17,327.3,316.33,322.23,5609615
2005-10-02,325.61,364.41,323.92,350.07,12615700
2005-10-09,352.59,355.97,325.61,329.84,8478438
2005-10-16,332.37,354.3,332.37,341.64,4898335
2005-10-23,343.33,344.18,329.84,343.33,3750807
2005-10-30,342.49,372.84,340.79,361.88,9974489
2005-11-06,373.7,404.91,370.33,401.53,9427991
2005-11-13,409.97,429.36,389.72,407.45,11041402
2005-11-20,415.87,420.93,383.82,411.66,7654537
2005-11-27,414.19,414.19,395.61,405.75,5063112
2005-12-04,409.97,439.49,403.21,437.8,9731469
2005-12-11,444.55,465.63,426,456.36,17303015
2005-12-18,473.23,475.77,442.87,451.31,8415605
2005-12-25,452.98,490.95,447.09,490.1,7722106
2006-01-01,496.84,597.25,496.84,581.2,16067771
2006-01-08,586.26,597.25,581.2,585.43,5412826
2006-01-15,576.99,604.82,552.52,596.39,9804966
2006-01-22,585.43,605.68,486.73,542.4,11502549
2006-01-29,517.94,655.43,514.57,631.8,19542364
2006-02-05,672.3,735.57,652.07,731.35,31462196
2006-02-12,746.55,788.71,688.34,707.73,24463223
2006-02-19,695.09,697.62,570.25,575.31,23717562
2006-02-26,544.09,641.1,523.85,632.65,25194647
2006-03-05,648.69,662.2,606.52,614.95,16712659
2006-03-12,613.27,668.93,611.58,665.57,12036010
2006-03-19,684.13,732.2,679.9,726.31,20074632
2006-03-26,739.78,765.94,717.02,730.53,19983355
2006-04-02,723.75,729.67,684.13,706.9,19127452
2006-04-09,711.1,739.78,703.52,710.28,14363076
2006-04-16,704.36,711.1,677.37,680.74,7577483
2006-04-23,679.06,695.93,636.04,663.87,10607528
2006-04-30,651.22,679.9,631.8,663.03,9128065
2006-05-07,660.51,661.35,644.48,654.6,2523851
2006-05-14,667.25,679.06,630.12,644.48,7634384
2006-05-21,620.01,630.12,562.65,613.27,10384657
