Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1999-04-30,354.451,405.086,339.397,366.77,255765416
1999-05-31,380.454,405.086,343.499,346.238,157758700
1999-06-30,343.499,410.563,342.134,384.56,301625940
1999-07-31,398.244,428.349,380.454,400.982,248904770
1999-08-31,400.982,429.722,376.352,392.769,192562189
1999-09-30,392.769,416.034,346.238,395.51,156733478
1999-10-31,381.823,396.869,328.448,362.664,154732802
1999-11-30,348.98,370.876,305.183,314.767,193226459
1999-12-31,318.869,368.135,314.767,327.076,151725200
2000-01-31,327.076,390.035,312.025,348.98,212277460
2000-02-29,351.714,370.876,314.767,317.5,158481408
2000-03-31,316.135,342.134,294.239,335.292,256423035
2000-04-30,340.763,369.504,321.61,332.553,229289658
2000-05-31,328.448,350.345,321.61,322.975,163120627
2000-06-30,317.5,331.184,305.183,305.183,193336765
2000-07-31,306.552,313.396,281.92,287.393,226710285
2000-08-31,288.762,298.339,270.972,273.709,161914916
2000-09-30,272.343,275.076,253.18,262.759,209669522
2000-10-31,265.495,272.343,225.808,242.229,143834397
2000-11-30,243.602,268.234,236.758,268.234,168304941
2000-12-31,268.234,294.239,243.602,258.653,221737817
2001-01-31,272.343,279.176,247.707,279.176,152617426
2001-02-28,279.176,294.239,260.022,292.868,163871042
2001-03-31,294.239,299.706,261.39,284.656,214729645
2001-04-30,286.028,314.767,280.551,312.025,232410580
2001-05-31,314.767,314.767,265.495,269.603,258862086
2001-06-30,268.234,272.343,254.55,258.653,160687334
2001-07-31,258.653,260.022,232.65,242.229,152252070
2001-08-31,242.229,268.234,236.758,246.338,213374811
2001-09-30,246.338,247.707,198.44,208.022,224679698
2001-10-31,210.756,231.283,201.178,224.443,222248537
2001-11-30,228.548,239.494,206.647,238.121,182935205
2001-12-31,238.121,258.653,228.548,258.653,195109474
2002-01-31,257.284,266.865,238.121,254.55,210695409
2002-02-28,255.913,276.443,240.863,276.443,214506772
2002-03-31,273.709,291.495,244.969,260.022,277952556
2002-04-30,262.759,281.92,253.18,268.234,205718596
2002-05-31,269.603,296.98,262.759,276.443,277533124
2002-06-30,277.814,291.495,250.442,255.913,223235110
2002-07-31,257.284,286.028,236.758,236.758,295629735
2002-08-31,238.121,243.602,218.966,228.548,304347835
2002-09-30,228.548,231.283,212.126,218.966,226192927
2002-10-31,217.601,217.601,183.387,191.593,250401976
2002-11-30,190.226,206.647,162.855,203.908,344897648
2002-12-31,205.282,209.391,176.545,190.226,217839551
2003-01-31,191.593,213.495,183.387,192.963,264620122
2003-02-28,195.698,224.443,194.33,221.704,367209832
2003-03-31,224.443,225.808,186.129,194.33,328675232
2003-04-30,192.963,206.647,173.807,182.015,293086213
2003-05-31,182.015,194.33,177.91,186.129,300068118
2003-06-30,186.129,228.548,182.015,225.808,560940503
2003-07-31,227.177,257.284,223.071,251.813,684072456
2003-08-31,254.55,314.767,249.071,286.028,829428236
2003-09-30,287.393,299.706,266.865,272.343,720244674
2003-10-31,273.709,327.076,270.972,309.29,901731604
2003-11-30,316.135,317.5,270.972,287.393,384189198
2003-12-31,283.287,316.135,272.343,314.767,461948750
2004-01-31,316.135,318.869,294.239,298.339,400265459
2004-02-29,296.98,301.079,280.551,292.868,396300600
2004-03-31,298.339,346.238,292.868,332.553,807325128
2004-04-30,333.923,359.926,314.767,316.135,800188312
2004-05-31,317.5,318.869,277.814,305.183,690933800
2004-06-30,306.552,316.135,288.762,313.396,511541126
2004-07-31,314.767,327.076,294.239,309.29,504021384
2004-08-31,312.025,343.499,307.921,343.499,530127260
2004-09-30,343.499,364.033,332.553,358.555,702883053
2004-10-31,355.824,376.352,327.076,339.397,833558900
2004-11-30,338.028,354.451,325.713,347.613,466926999
2004-12-31,344.872,351.714,331.184,343.499,331712062
2005-01-31,343.499,354.451,335.292,344.872,385413114
2005-02-28,346.238,394.136,344.872,394.136,869961960
2005-03-31,391.408,402.348,358.555,370.876,909257168
2005-04-30,366.77,379.089,338.028,364.033,741814405
2005-05-31,362.664,372.239,331.184,347.613,599026325
2005-06-30,346.238,366.77,346.238,353.086,495813368
2005-07-31,354.451,390.035,351.714,388.667,497012477
2005-08-31,388.667,443.408,373.608,440.668,1051788749
2005-09-30,448.883,625.423,447.514,583.001,2182163548
2005-10-31,569.313,606.26,535.096,565.203,2081735289
2005-11-30,572.049,615.843,540.569,558.367,1607740748
2005-12-31,556.998,613.106,551.519,574.784,1507338005
2006-01-31,585.734,607.631,517.31,593.947,1102309799
2006-02-28,592.58,650.059,543.306,639.107,1691973639
2006-03-31,632.261,655.528,613.106,624.054,1368793208
2006-04-30,625.423,628.162,572.049,574.784,670500350
2006-05-31,573.419,602.158,558.367,573.419,828061131
2006-06-30,580.263,595.316,506.361,592.58,735294316
2006-07-31,593.947,629.521,587.103,610.368,838561335
2006-08-31,615.843,687.008,614.473,670.585,1193698452
2006-09-30,670.585,702.06,632.261,665.111,889490099
2006-10-31,667.845,688.377,650.059,651.426,559642747
2006-11-30,652.792,711.642,650.059,711.642,636604373
2006-12-31,708.904,945.659,704.798,936.083,2083149854
2007-01-31,930.608,985.343,845.758,974.399,2128866512
2007-02-28,971.663,1174.21,964.821,1101.68,1727752653
2007-03-31,1115.36,1231.68,1061.99,1133.15,2694905884
2007-04-30,1137.26,1140,1016.83,1061.99,1415480224
2007-05-31,1075.67,1223.48,1063.35,1164.62,1384806635
2007-06-30,1167.36,1233.05,1153.68,1187.9,1082449913
2007-07-31,1185.16,1319.27,1156.42,1231.68,1331263438
2007-08-31,1218,1249.47,957.976,1111.26,1101419010
2007-09-30,1115.36,1155.05,1029.14,1131.78,712955161
2007-10-31,1131.78,1193.37,1019.56,1038.73,676876499
2007-11-30,1040.09,1051.04,815.647,910.08,1014147862
2007-12-31,937.452,962.084,826.595,947.029,1017020948
2008-01-31,934.712,953.869,821.12,873.127,1379009908
2008-02-29,875.861,886.811,733.536,766.385,1121420675
2008-03-31,718.48,729.434,584.368,691.112,1170606702
2008-04-30,696.587,827.97,667.845,799.228,944775310
2008-05-31,799.228,964.821,788.279,901.868,1068148464
2008-06-30,904.603,945.659,756.803,786.907,763759686
2008-07-31,793.758,862.179,723.955,848.495,882421195
2008-08-31,844.389,844.389,677.43,715.75,795960413
2008-09-30,708.904,725.326,518.676,529.629,964202599
2008-10-31,543.306,547.417,344.872,443.408,1919640502
2008-11-30,461.198,492.676,332.553,406.459,1101558648
2008-12-31,402.348,417.407,358.555,396.869,756910007
2009-01-31,410.563,448.883,350.345,368.135,566868639
2009-02-28,364.033,398.244,324.342,357.191,484714679
2009-03-31,350.345,403.721,318.869,359.926,548832656
2009-04-30,361.293,498.151,361.293,451.618,990209950
2009-05-31,458.456,510.464,450.246,498.151,554977210
2009-06-30,494.042,556.998,478.992,506.361,678372999
2009-07-31,502.255,535.096,425.618,518.676,613644059
2009-08-31,520.041,536.468,496.776,499.515,395649570
2009-09-30,495.411,499.515,440.668,448.883,381327784
2009-10-31,443.408,504.997,407.825,483.094,566265110
2009-11-30,463.939,477.619,422.88,439.301,321436904
2009-12-31,433.826,526.891,429.722,513.201,446319698
2010-01-31,517.31,540.569,442.041,450.246,552660067
2010-02-28,455.727,463.939,432.459,454.35,410268120
